name,age,city,salary,age_category
John,52,Paris,60000,adult
Linda,39,Sydney,65000,adult
Patricia,25,Moscow,45000,adult
Elizabeth,73,Moscow,185000,senior
William,37,Toronto,120000,adult
Mary,36,Paris,190000,adult
Elizabeth,19,Cape Town,40000,adult
William,34,Rio de Janeiro,95000,adult
Sarah,96,Rio de Janeiro,85000,senior
William,31,Moscow,105000,adult
Elizabeth,37,Toronto,130000,adult
Jessica,2,Paris,145000,young
Richard,6,Cape Town,200000,young
Karen,51,Cairo,40000,adult
Barbara,77,Mumbai,145000,senior
Thomas,52,Sydney,100000,adult
Patricia,85,Mumbai,130000,senior
Mary,47,Sydney,175000,adult
Karen,79,Cape Town,60000,senior
Patricia,42,Sydney,180000,adult
William,35,New York,35000,adult
Linda,15,Toronto,75000,young
Elizabeth,93,Moscow,105000,senior
Joseph,44,Toronto,110000,adult
Elizabeth,92,Sydney,105000,senior
Linda,74,Toronto,105000,senior
John,65,New York,115000,adult
Richard,30,Toronto,170000,adult
Linda,5,Paris,145000,young
Mary,35,Moscow,70000,adult
Michael,94,Rio de Janeiro,20000,senior
Mary,58,Cairo,55000,adult
Elizabeth,80,Toronto,20000,senior
Mary,60,New York,110000,adult
Thomas,22,New York,95000,adult
Barbara,86,Paris,100000,senior
Jessica,15,Moscow,150000,young
Michael,18,Toronto,20000,young
Elizabeth,30,Cairo,120000,adult
Mary,94,Moscow,165000,senior
Linda,58,Tokyo,190000,adult
John,99,Toronto,190000,senior
Richard,62,Paris,135000,adult
Susan,56,Mumbai,100000,adult
Susan,20,Tokyo,65000,adult
Barbara,3,Sydney,45000,young
Richard,93,Mumbai,70000,senior
Karen,78,Tokyo,70000,senior
Richard,56,New York,90000,adult
Jessica,48,Moscow,165000,adult
Karen,59,Mumbai,45000,adult
Robert,69,New York,55000,senior
Barbara,90,Paris,110000,senior
Joseph,2,Paris,115000,young
Susan,46,Cairo,185000,adult
Elizabeth,48,Sydney,85000,adult
Michael,70,Sydney,80000,senior
Linda,10,Tokyo,185000,young
Linda,60,Tokyo,195000,adult
Patricia,40,Cairo,150000,adult
Elizabeth,86,Cape Town,145000,senior
Jennifer,94,Mumbai,40000,senior
Patricia,54,Cairo,110000,adult
Joseph,77,Cairo,105000,senior
Susan,1,Cape Town,25000,young
Mary,49,Rio de Janeiro,35000,adult
Mary,38,Cape Town,55000,adult
Jessica,35,Moscow,155000,adult
Christopher,61,Tokyo,35000,adult
James,52,New York,70000,adult
James,34,Tokyo,150000,adult
David,80,New York,155000,senior
Joseph,42,New York,175000,adult
Richard,36,Sydney,40000,adult
Karen,6,Tokyo,110000,young
Patricia,95,New York,65000,senior
Joseph,13,Cape Town,140000,young
Sarah,91,Moscow,100000,senior
Michael,38,Cairo,115000,adult
Karen,11,Paris,110000,young
James,12,Rio de Janeiro,115000,young
Linda,71,Sydney,50000,senior
Jessica,82,Sydney,65000,senior
Karen,42,Cape Town,80000,adult
Robert,69,New York,140000,senior
Susan,35,New York,110000,adult
Karen,3,Rio de Janeiro,55000,young
Jennifer,9,Tokyo,115000,young
Susan,39,Moscow,180000,adult
Michael,88,Mumbai,115000,senior
David,31,New York,95000,adult
Susan,74,Sydney,55000,senior
David,61,Mumbai,105000,adult
Patricia,73,Mumbai,105000,senior
David,42,Moscow,85000,adult
Michael,44,Toronto,40000,adult
Linda,55,Mumbai,155000,adult
David,11,Sydney,180000,young
Karen,18,Moscow,185000,young
Richard,55,Moscow,110000,adult
James,17,Cape Town,140000,young
David,99,Cairo,125000,senior
Karen,19,Mumbai,160000,adult
Joseph,78,Cairo,50000,senior
Karen,64,Paris,105000,adult
William,15,New York,105000,young
Joseph,92,Moscow,70000,senior
Barbara,96,Rio de Janeiro,130000,senior
Patricia,93,Tokyo,120000,senior
Barbara,55,Sydney,190000,adult
Richard,20,Tokyo,50000,adult
Richard,26,Paris,135000,adult
Karen,34,Cape Town,165000,adult
Barbara,38,Cape Town,35000,adult
Jessica,21,Tokyo,55000,adult
Karen,84,Paris,120000,senior
William,2,Toronto,130000,young
Jennifer,18,Sydney,200000,young
Susan,23,Moscow,120000,adult
Jennifer,56,Rio de Janeiro,75000,adult
Jessica,34,Sydney,165000,adult
Robert,10,Mumbai,160000,young
Robert,69,Tokyo,170000,senior
Jennifer,74,Tokyo,125000,senior
Sarah,45,Cairo,125000,adult
Linda,57,Cairo,40000,adult
Elizabeth,25,New York,65000,adult
Barbara,20,Cape Town,90000,adult
Michael,67,Moscow,55000,senior
Patricia,8,Cape Town,185000,young
Joseph,56,Mumbai,90000,adult
Michael,59,Sydney,150000,adult
Jessica,73,Toronto,185000,senior
Thomas,40,Rio de Janeiro,70000,adult
Jennifer,87,Toronto,70000,senior
Joseph,29,Cairo,95000,adult
Robert,65,Toronto,70000,adult
Christopher,65,Moscow,135000,adult
Christopher,45,Paris,65000,adult
James,25,Toronto,100000,adult
Elizabeth,11,Cairo,100000,young
Richard,48,Paris,65000,adult
Mary,22,Paris,180000,adult
David,39,Tokyo,115000,adult
Linda,2,Mumbai,160000,young
Jessica,10,New York,160000,young
Joseph,8,Cairo,190000,young
Richard,74,Tokyo,175000,senior
Jessica,38,Tokyo,140000,adult
Jennifer,79,Tokyo,85000,senior
William,6,New York,120000,young
Linda,65,New York,110000,adult
Sarah,51,Mumbai,65000,adult
Jessica,90,Cairo,145000,senior
Robert,95,Cairo,45000,senior
Elizabeth,99,Cairo,185000,senior
William,15,Toronto,40000,young
James,91,Cairo,85000,senior
James,74,Moscow,170000,senior
Elizabeth,67,Sydney,145000,senior
Christopher,98,Sydney,120000,senior
Linda,36,Moscow,145000,adult
Richard,42,Sydney,80000,adult
John,79,Moscow,25000,senior
Thomas,62,New York,155000,adult
Robert,42,New York,95000,adult
Karen,62,New York,115000,adult
David,51,Toronto,180000,adult
James,57,Toronto,130000,adult
John,51,Tokyo,100000,adult
Patricia,22,Cape Town,90000,adult
Susan,95,Rio de Janeiro,155000,senior
Sarah,27,Rio de Janeiro,80000,adult
Sarah,15,Tokyo,165000,young
Richard,19,Rio de Janeiro,70000,adult
David,98,Moscow,150000,senior
David,35,Moscow,150000,adult
Karen,13,Rio de Janeiro,190000,young
Jessica,61,Toronto,195000,adult
Thomas,84,New York,145000,senior
Richard,82,Paris,20000,senior
Joseph,17,Sydney,25000,young
Jennifer,85,Mumbai,50000,senior
Jessica,27,Cairo,130000,adult
William,43,Sydney,135000,adult
Michael,17,Paris,195000,young
David,1,Cape Town,95000,young
Elizabeth,11,Cape Town,30000,young
Mary,55,Mumbai,105000,adult
James,74,Cape Town,180000,senior
Thomas,33,Moscow,125000,adult
Patricia,50,Cairo,25000,adult
James,41,Toronto,185000,adult
Mary,38,Sydney,20000,adult
Elizabeth,11,Toronto,180000,young
James,71,Cairo,100000,senior
Sarah,7,Rio de Janeiro,170000,young
Mary,20,Cape Town,165000,adult
Robert,95,Mumbai,65000,senior
Patricia,71,New York,125000,senior
Michael,73,Tokyo,90000,senior
Karen,87,Sydney,70000,senior
Michael,36,Rio de Janeiro,185000,adult
Joseph,15,Sydney,190000,young
Michael,31,Tokyo,125000,adult
Christopher,38,Tokyo,135000,adult
James,29,Mumbai,80000,adult
Robert,14,Mumbai,105000,young
Karen,91,Toronto,65000,senior
Joseph,59,Toronto,155000,adult
John,32,Rio de Janeiro,180000,adult
Mary,32,Cairo,170000,adult
Christopher,36,Paris,160000,adult
Jessica,9,Cape Town,100000,young
Jessica,48,Paris,35000,adult
Robert,77,New York,130000,senior
Karen,2,Cape Town,60000,young
Karen,38,Tokyo,140000,adult
William,7,Rio de Janeiro,75000,young
Christopher,43,Sydney,160000,adult
Jennifer,17,Paris,145000,young
Linda,52,Sydney,175000,adult
Joseph,94,Tokyo,145000,senior
Mary,92,Cape Town,25000,senior
Barbara,66,Rio de Janeiro,25000,senior
Joseph,65,New York,25000,adult
Karen,44,Sydney,125000,adult
William,40,Cairo,85000,adult
Karen,58,Cape Town,195000,adult
Sarah,3,Toronto,25000,young
Barbara,56,Tokyo,180000,adult
Elizabeth,35,Cairo,185000,adult
Mary,69,Tokyo,150000,senior
Thomas,42,Moscow,115000,adult
Christopher,82,Paris,60000,senior
Jessica,62,Mumbai,55000,adult
Susan,52,New York,75000,adult
Jessica,27,Toronto,125000,adult
Michael,21,Rio de Janeiro,25000,adult
Sarah,36,Mumbai,180000,adult
Jennifer,86,Cape Town,160000,senior
David,53,Sydney,120000,adult
Jessica,55,Mumbai,130000,adult
Barbara,80,Tokyo,130000,senior
Jennifer,27,Cairo,30000,adult
William,99,Cape Town,155000,senior
Barbara,74,Tokyo,110000,senior
Barbara,75,Rio de Janeiro,155000,senior
Barbara,87,New York,95000,senior
Sarah,25,Tokyo,145000,adult
John,98,Toronto,45000,senior
Linda,31,New York,175000,adult
Mary,81,Rio de Janeiro,150000,senior
Karen,92,Toronto,140000,senior
Richard,64,Cairo,75000,adult
Jessica,15,Moscow,165000,young
Joseph,62,New York,135000,adult
Karen,12,New York,130000,young
Robert,74,Cape Town,65000,senior
Elizabeth,76,Tokyo,180000,senior
James,75,Toronto,150000,senior
James,44,Cape Town,125000,adult
David,77,Rio de Janeiro,90000,senior
Joseph,18,Mumbai,195000,young
James,26,New York,170000,adult
Linda,35,Moscow,165000,adult
Susan,95,Toronto,155000,senior
Jessica,11,Rio de Janeiro,25000,young
William,33,Tokyo,170000,adult
Christopher,24,Sydney,155000,adult
Thomas,37,Rio de Janeiro,60000,adult
Linda,87,Toronto,95000,senior
Elizabeth,96,Cairo,155000,senior
Christopher,10,Paris,115000,young
Barbara,49,New York,105000,adult
Richard,64,Cape Town,85000,adult
Michael,17,Mumbai,70000,young
Patricia,63,New York,95000,adult
Sarah,91,Sydney,200000,senior
Thomas,99,Moscow,55000,senior
Jessica,29,New York,80000,adult
Linda,21,Moscow,170000,adult
Elizabeth,7,Tokyo,170000,young
David,34,Cairo,105000,adult
Jennifer,19,Cape Town,195000,adult
Jennifer,99,Rio de Janeiro,200000,senior
Joseph,90,Sydney,130000,senior
Jessica,73,Cairo,95000,senior
Barbara,23,Cape Town,185000,adult
Jessica,47,Toronto,160000,adult
Mary,46,Mumbai,145000,adult
Jennifer,53,Toronto,180000,adult
Karen,36,Cape Town,185000,adult
Christopher,58,New York,110000,adult
Joseph,31,Moscow,100000,adult
Susan,85,Sydney,35000,senior
Susan,97,Cape Town,155000,senior
John,22,Toronto,70000,adult
Jennifer,36,Mumbai,35000,adult
Christopher,36,Rio de Janeiro,45000,adult
John,84,Sydney,85000,senior
Robert,19,Sydney,30000,adult
Thomas,66,Sydney,25000,senior
Linda,60,Toronto,135000,adult
Elizabeth,75,Paris,60000,senior
David,58,Mumbai,40000,adult
Thomas,65,Paris,110000,adult
Linda,48,Cape Town,60000,adult
Joseph,28,Rio de Janeiro,170000,adult
Susan,42,Paris,160000,adult
Barbara,31,Sydney,75000,adult
James,76,Paris,40000,senior
Karen,96,Moscow,85000,senior
Susan,62,Paris,180000,adult
Jessica,60,Tokyo,155000,adult
Robert,24,Sydney,40000,adult
Elizabeth,85,Toronto,120000,senior
Christopher,29,Toronto,65000,adult
Michael,71,Cairo,95000,senior
Christopher,54,Sydney,145000,adult
David,30,Cape Town,105000,adult
William,23,New York,185000,adult
Sarah,85,Sydney,55000,senior
Richard,20,Mumbai,75000,adult
John,36,Paris,25000,adult
Sarah,40,Mumbai,110000,adult
William,84,Rio de Janeiro,35000,senior
Patricia,86,Cape Town,130000,senior
Sarah,54,Cairo,120000,adult
Karen,50,Cairo,115000,adult
Elizabeth,94,Rio de Janeiro,165000,senior
Robert,44,Sydney,30000,adult
Sarah,16,Cape Town,75000,young
Thomas,40,Tokyo,75000,adult
Christopher,35,New York,125000,adult
Jessica,63,Sydney,30000,adult
Christopher,10,Cairo,95000,young
Thomas,91,Cape Town,55000,senior
Michael,65,Cape Town,105000,adult
Jennifer,59,Rio de Janeiro,60000,adult
William,35,Moscow,55000,adult
Patricia,54,Cape Town,60000,adult
Christopher,43,Rio de Janeiro,40000,adult
John,26,Paris,125000,adult
Jessica,38,New York,60000,adult
Jessica,57,Toronto,100000,adult
Patricia,59,Cape Town,190000,adult
Barbara,72,Toronto,85000,senior
Mary,83,Paris,85000,senior
David,96,Cape Town,185000,senior
John,60,Sydney,120000,adult
Linda,93,Cape Town,90000,senior
William,50,Toronto,145000,adult
Linda,69,Mumbai,130000,senior
Michael,3,Paris,165000,young
Jennifer,13,Sydney,115000,young
David,21,Tokyo,60000,adult
Michael,54,Toronto,180000,adult
James,77,Sydney,125000,senior
Karen,31,Toronto,105000,adult
Barbara,85,Moscow,115000,senior
Elizabeth,83,Tokyo,70000,senior
Mary,51,Tokyo,165000,adult
Karen,84,Tokyo,185000,senior
Barbara,63,Moscow,80000,adult
Jennifer,49,Mumbai,105000,adult
Christopher,29,Sydney,145000,adult
Karen,53,Mumbai,140000,adult
Barbara,92,Paris,95000,senior
Sarah,65,Rio de Janeiro,100000,adult
Richard,20,Mumbai,35000,adult
William,98,Moscow,100000,senior
Robert,72,Rio de Janeiro,200000,senior
Robert,99,Cairo,110000,senior
Sarah,35,Toronto,200000,adult
Barbara,98,Toronto,175000,senior
Robert,28,Mumbai,165000,adult
Jennifer,18,Toronto,200000,young
Richard,51,Cape Town,70000,adult
David,98,Moscow,100000,senior
Robert,72,Rio de Janeiro,20000,senior
Richard,86,Toronto,145000,senior
Mary,68,Paris,25000,senior
John,61,Cairo,55000,adult
Christopher,1,Sydney,40000,young
John,82,Mumbai,110000,senior
Christopher,75,Tokyo,85000,senior
David,99,Rio de Janeiro,45000,senior
Barbara,9,Mumbai,55000,young
Michael,52,Cairo,45000,adult
Christopher,67,Paris,150000,senior
Joseph,66,Toronto,95000,senior
Jessica,86,Tokyo,75000,senior
Thomas,68,Moscow,20000,senior
John,66,Tokyo,85000,senior
Sarah,15,Sydney,195000,young
William,76,Rio de Janeiro,80000,senior
Mary,85,Rio de Janeiro,120000,senior
Robert,54,Paris,60000,adult
Susan,65,Moscow,35000,adult
John,76,Paris,160000,senior
John,31,Mumbai,120000,adult
Thomas,31,Mumbai,45000,adult
Barbara,51,Sydney,160000,adult
David,32,Sydney,65000,adult
David,47,Cairo,25000,adult
Susan,43,Toronto,85000,adult
William,82,Moscow,85000,senior
Christopher,56,Tokyo,70000,adult
Christopher,75,Moscow,70000,senior
John,5,Rio de Janeiro,115000,young
Karen,23,Toronto,115000,adult
Elizabeth,92,New York,25000,senior
Jennifer,7,Moscow,195000,young
Linda,78,Sydney,130000,senior
William,76,Rio de Janeiro,185000,senior
James,52,Mumbai,195000,adult
Jessica,28,Sydney,120000,adult
Jessica,59,Paris,170000,adult
Thomas,96,Paris,150000,senior
Christopher,4,Moscow,90000,young
Patricia,90,Sydney,125000,senior
William,19,Cape Town,130000,adult
William,72,Mumbai,65000,senior
Joseph,47,Cape Town,170000,adult
Jessica,58,Cape Town,45000,adult
Christopher,16,Paris,25000,young
Thomas,14,Cape Town,60000,young
James,95,Mumbai,185000,senior
Richard,99,New York,120000,senior
Robert,81,Sydney,90000,senior
Mary,14,Tokyo,45000,young
John,80,Toronto,105000,senior
Joseph,96,Mumbai,20000,senior
Christopher,9,New York,170000,young
Mary,25,Cairo,40000,adult
John,38,Toronto,165000,adult
Susan,40,Moscow,100000,adult
Joseph,17,Cairo,105000,young
Thomas,97,Cairo,135000,senior
Linda,98,New York,200000,senior
Richard,63,Tokyo,75000,adult
Susan,77,Moscow,75000,senior
Jessica,11,Cairo,45000,young
William,39,Cape Town,120000,adult
William,28,Mumbai,55000,adult
Elizabeth,88,Paris,80000,senior
Linda,95,New York,110000,senior
David,38,Cape Town,55000,adult
John,46,Rio de Janeiro,80000,adult
Barbara,58,Rio de Janeiro,130000,adult
David,61,Cairo,45000,adult
Michael,62,Tokyo,110000,adult
Karen,85,Tokyo,180000,senior
Susan,17,Mumbai,180000,young
Susan,81,Cairo,145000,senior
James,63,Tokyo,170000,adult
Mary,75,Cairo,195000,senior
Patricia,91,Cape Town,200000,senior
Elizabeth,54,New York,40000,adult
Susan,93,Sydney,75000,senior
Richard,78,Paris,140000,senior
Barbara,26,Cape Town,180000,adult
David,38,Moscow,100000,adult
James,75,Tokyo,170000,senior
Elizabeth,17,Tokyo,115000,young
James,62,Cairo,125000,adult
Elizabeth,45,Cairo,65000,adult
Barbara,78,Cairo,35000,senior
Thomas,38,Rio de Janeiro,45000,adult
Mary,33,Rio de Janeiro,175000,adult
Patricia,37,Cairo,105000,adult
Mary,39,Rio de Janeiro,45000,adult
John,19,Rio de Janeiro,45000,adult
Richard,47,Rio de Janeiro,115000,adult
Michael,18,Moscow,105000,young
Jennifer,68,Sydney,195000,senior
Christopher,54,Cape Town,100000,adult
Sarah,86,Rio de Janeiro,130000,senior
Susan,40,Cairo,65000,adult
Sarah,10,Sydney,200000,young
John,83,Sydney,175000,senior
Jennifer,38,New York,195000,adult
James,3,Sydney,160000,young
Jessica,50,Toronto,155000,adult
James,58,Sydney,180000,adult
Linda,42,Rio de Janeiro,45000,adult
Mary,95,Rio de Janeiro,60000,senior
Karen,88,Sydney,160000,senior
Elizabeth,59,New York,130000,adult
Michael,10,Sydney,110000,young
Robert,30,Tokyo,185000,adult
Mary,58,New York,130000,adult
Patricia,54,Sydney,80000,adult
Joseph,48,Cairo,95000,adult
David,44,Moscow,80000,adult
Linda,7,Cairo,170000,young
Sarah,22,Cairo,110000,adult
David,9,Toronto,120000,young
Robert,11,Mumbai,155000,young
David,23,Cairo,120000,adult
Jessica,66,Tokyo,150000,senior
James,7,Moscow,55000,young
Jennifer,15,Moscow,40000,young
Richard,89,Toronto,110000,senior
Joseph,49,Rio de Janeiro,60000,adult
Linda,10,Moscow,195000,young
Susan,38,Moscow,115000,adult
Robert,44,New York,35000,adult
Michael,34,Sydney,105000,adult
Joseph,91,Paris,195000,senior
Patricia,35,Sydney,35000,adult
Richard,34,Mumbai,185000,adult
Thomas,37,Rio de Janeiro,150000,adult
William,84,New York,175000,senior
Joseph,17,Rio de Janeiro,80000,young
Christopher,18,Tokyo,45000,young
Mary,98,Toronto,25000,senior
Joseph,71,Mumbai,40000,senior
Michael,16,Moscow,30000,young
Mary,21,Cape Town,165000,adult
Barbara,51,Cairo,190000,adult
Jennifer,27,Cape Town,170000,adult
Joseph,75,New York,195000,senior
John,18,Rio de Janeiro,105000,young
James,94,Paris,50000,senior
Karen,40,Rio de Janeiro,120000,adult
Linda,39,Cairo,175000,adult
Jessica,87,Tokyo,145000,senior
Mary,61,Tokyo,20000,adult
Susan,5,Cape Town,35000,young
Michael,41,Sydney,70000,adult
William,40,Sydney,120000,adult
John,43,Rio de Janeiro,85000,adult
Joseph,66,New York,65000,senior
David,72,New York,125000,senior
Elizabeth,50,Sydney,20000,adult
Sarah,96,Moscow,140000,senior
John,49,Paris,160000,adult
Jessica,25,Moscow,25000,adult
Mary,36,Cape Town,65000,adult
Robert,60,Tokyo,150000,adult
Linda,92,Tokyo,30000,senior
Sarah,80,Toronto,75000,senior
Jennifer,24,Cairo,200000,adult
Robert,79,Tokyo,65000,senior
Elizabeth,95,Cairo,30000,senior
James,72,Toronto,60000,senior
Jennifer,58,Toronto,55000,adult
Patricia,98,Moscow,160000,senior
William,42,Tokyo,50000,adult
Joseph,49,New York,180000,adult
Sarah,87,Cape Town,160000,senior
Mary,47,Sydney,75000,adult
Jessica,53,New York,30000,adult
Patricia,4,Paris,115000,young
Patricia,34,Moscow,160000,adult
Richard,98,Cairo,140000,senior
Joseph,77,Sydney,70000,senior
Christopher,73,Rio de Janeiro,105000,senior
John,2,Paris,20000,young
Elizabeth,17,Cairo,190000,young
Thomas,72,New York,200000,senior
Susan,99,Tokyo,70000,senior
Richard,22,Mumbai,125000,adult
Joseph,92,New York,145000,senior
Jennifer,67,Toronto,65000,senior
John,65,Moscow,80000,adult
Christopher,16,Toronto,160000,young
Elizabeth,87,Cairo,60000,senior
Barbara,12,Toronto,165000,young
Susan,31,Mumbai,65000,adult
Karen,12,Sydney,65000,young
Richard,65,Cairo,195000,adult
Elizabeth,85,Rio de Janeiro,195000,senior
Karen,90,Rio de Janeiro,130000,senior
Mary,84,New York,120000,senior
Joseph,54,Mumbai,95000,adult
Thomas,72,Cairo,145000,senior
Richard,22,Mumbai,55000,adult
Jennifer,50,New York,170000,adult
Robert,25,Cairo,160000,adult
Christopher,40,Rio de Janeiro,100000,adult
Michael,39,Cape Town,195000,adult
John,88,Toronto,165000,senior
William,22,New York,160000,adult
Jennifer,66,Cairo,175000,senior
Joseph,42,Cairo,55000,adult
Christopher,10,Tokyo,80000,young
Karen,25,Paris,120000,adult
Joseph,32,Moscow,30000,adult
Elizabeth,65,Tokyo,190000,adult
Michael,48,Cairo,90000,adult
Mary,75,Moscow,180000,senior
Mary,65,Rio de Janeiro,60000,adult
Joseph,57,Paris,115000,adult
Mary,5,Tokyo,150000,young
Susan,88,New York,80000,senior
Richard,52,Toronto,170000,adult
Thomas,31,Toronto,145000,adult
Michael,58,Mumbai,95000,adult
Karen,85,Rio de Janeiro,140000,senior
Thomas,33,Sydney,115000,adult
James,39,Cape Town,175000,adult
Thomas,46,Moscow,80000,adult
Mary,62,Cairo,105000,adult
Linda,51,Cape Town,75000,adult
Susan,89,New York,55000,senior
Susan,81,Tokyo,110000,senior
Michael,36,Sydney,50000,adult
Michael,13,New York,40000,young
Karen,24,Paris,55000,adult
Linda,22,Rio de Janeiro,100000,adult
Patricia,2,Moscow,55000,young
John,81,Tokyo,85000,senior
John,64,Sydney,150000,adult
Sarah,51,Rio de Janeiro,125000,adult
Thomas,68,Moscow,195000,senior
Thomas,81,Tokyo,80000,senior
Thomas,97,Tokyo,75000,senior
Jessica,36,Moscow,40000,adult
William,82,Moscow,200000,senior
James,83,New York,145000,senior
James,75,Mumbai,145000,senior
Linda,29,Paris,95000,adult
Barbara,31,Paris,45000,adult
Barbara,8,New York,110000,young
Barbara,52,Rio de Janeiro,200000,adult
Thomas,89,Tokyo,90000,senior
Mary,78,Cairo,160000,senior
Jessica,21,Moscow,105000,adult
John,78,Moscow,195000,senior
Patricia,89,Rio de Janeiro,80000,senior
Karen,38,Toronto,75000,adult
Richard,10,Sydney,50000,young
John,34,Toronto,185000,adult
Michael,64,Sydney,200000,adult
Linda,89,Toronto,165000,senior
Joseph,1,Cairo,65000,young
Patricia,16,Tokyo,70000,young
Robert,63,Paris,170000,adult
Karen,90,Cairo,135000,senior
Joseph,95,Mumbai,115000,senior
Jennifer,34,Paris,125000,adult
James,81,Cape Town,85000,senior
Sarah,31,Rio de Janeiro,35000,adult
James,74,Mumbai,115000,senior
Sarah,31,Cairo,145000,adult
Jennifer,22,Paris,35000,adult
Thomas,27,Moscow,30000,adult
James,78,New York,180000,senior
Linda,99,Cape Town,40000,senior
Christopher,55,Cape Town,80000,adult
Sarah,13,Tokyo,150000,young
Patricia,2,Toronto,150000,young
Susan,46,Moscow,170000,adult
Joseph,13,Cairo,80000,young
John,88,Tokyo,140000,senior
Sarah,39,Moscow,135000,adult
Elizabeth,22,Cairo,35000,adult
James,34,Sydney,165000,adult
David,12,Cairo,130000,young
Linda,37,Rio de Janeiro,155000,adult
Patricia,33,Rio de Janeiro,85000,adult
Jennifer,96,Cape Town,80000,senior
Barbara,23,Cape Town,190000,adult
Karen,91,Tokyo,75000,senior
Linda,35,Cape Town,55000,adult
Robert,97,Toronto,40000,senior
Christopher,78,Cape Town,35000,senior
Patricia,12,Paris,145000,young
Thomas,93,Mumbai,20000,senior
Elizabeth,55,Cairo,125000,adult
Barbara,53,Tokyo,110000,adult
Jessica,29,Moscow,50000,adult
Mary,19,Toronto,30000,adult
David,60,Mumbai,200000,adult
Jennifer,9,Tokyo,40000,young
Jennifer,56,Cape Town,100000,adult
Jennifer,21,Tokyo,40000,adult
Barbara,43,Mumbai,25000,adult
Sarah,42,Paris,160000,adult
Thomas,1,Toronto,105000,young
Richard,43,Rio de Janeiro,200000,adult
David,2,Paris,195000,young
Linda,38,Cape Town,165000,adult
David,67,Toronto,160000,senior
David,27,Paris,120000,adult
Susan,68,Rio de Janeiro,75000,senior
Patricia,85,Rio de Janeiro,150000,senior
Michael,73,Cairo,55000,senior
Thomas,28,Tokyo,100000,adult
John,72,Sydney,70000,senior
John,25,Rio de Janeiro,165000,adult
Karen,37,Moscow,70000,adult
Robert,62,Cape Town,130000,adult
Robert,88,Rio de Janeiro,145000,senior
Elizabeth,89,Mumbai,30000,senior
Christopher,97,Moscow,40000,senior
Susan,54,Cape Town,200000,adult
Barbara,21,Cairo,35000,adult
James,2,Cairo,190000,young
David,39,Cairo,55000,adult
Susan,42,Paris,30000,adult
Karen,35,Moscow,165000,adult
Elizabeth,74,Cape Town,195000,senior
Linda,26,Sydney,25000,adult
Robert,41,Sydney,45000,adult
Michael,67,New York,30000,senior
Linda,1,Tokyo,200000,young
Sarah,64,New York,55000,adult
William,52,Cape Town,100000,adult
David,39,Toronto,140000,adult
Thomas,43,Cairo,105000,adult
James,65,New York,185000,adult
Patricia,19,Moscow,40000,adult
Mary,22,Tokyo,180000,adult
Elizabeth,97,Mumbai,190000,senior
Richard,12,Paris,165000,young
Michael,75,Sydney,180000,senior
Patricia,71,Cairo,175000,senior
Patricia,12,Tokyo,55000,young
Jessica,27,Rio de Janeiro,30000,adult
Linda,74,Moscow,115000,senior
Richard,50,Cairo,60000,adult
Barbara,27,Tokyo,180000,adult
Jessica,40,Cairo,90000,adult
Robert,12,Cape Town,150000,young
Jennifer,82,Cairo,80000,senior
Michael,29,New York,35000,adult
Sarah,37,Mumbai,120000,adult
James,5,Moscow,180000,young
Mary,85,Cairo,90000,senior
Richard,98,Sydney,75000,senior
Sarah,1,Cape Town,155000,young
Joseph,86,Cairo,100000,senior
Christopher,56,Sydney,65000,adult
James,86,Tokyo,155000,senior
David,48,Rio de Janeiro,120000,adult
Jessica,20,Paris,35000,adult
Robert,48,Tokyo,195000,adult
Richard,79,Tokyo,35000,senior
Linda,18,Sydney,155000,young
James,57,Rio de Janeiro,40000,adult
Susan,97,Tokyo,45000,senior
Elizabeth,59,Cape Town,140000,adult
Karen,49,Moscow,110000,adult
Christopher,48,Toronto,90000,adult
William,93,Mumbai,150000,senior
Richard,45,Rio de Janeiro,55000,adult
Thomas,69,Cairo,75000,senior
Thomas,4,Sydney,200000,young
Elizabeth,50,New York,170000,adult
Jessica,23,Sydney,70000,adult
Thomas,44,Sydney,175000,adult
John,44,Toronto,105000,adult
John,29,Rio de Janeiro,75000,adult
Linda,61,Paris,40000,adult
Sarah,18,Sydney,130000,young
Christopher,62,Sydney,190000,adult
Christopher,99,Cairo,85000,senior
Jessica,29,Moscow,70000,adult
Robert,59,Cape Town,145000,adult
Jessica,86,Mumbai,80000,senior
Joseph,68,Sydney,165000,senior
Jessica,70,Cairo,190000,senior
John,28,Rio de Janeiro,200000,adult
Patricia,36,Sydney,110000,adult
Karen,93,Toronto,65000,senior
Jessica,99,Mumbai,140000,senior
Michael,73,Mumbai,120000,senior
Thomas,79,Tokyo,135000,senior
Karen,46,Toronto,20000,adult
Christopher,56,Tokyo,120000,adult
Richard,2,Mumbai,200000,young
Jessica,59,Tokyo,200000,adult
Linda,67,Cape Town,45000,senior
Joseph,1,Toronto,125000,young
Christopher,5,Rio de Janeiro,150000,young
Karen,78,Paris,110000,senior
Richard,24,Cape Town,180000,adult
Karen,19,Moscow,80000,adult
Michael,63,Toronto,120000,adult
Jennifer,55,Tokyo,90000,adult
Patricia,26,Moscow,30000,adult
David,46,Toronto,180000,adult
Linda,52,Sydney,95000,adult
Joseph,49,Toronto,185000,adult
Karen,86,Sydney,200000,senior
Jessica,91,Cape Town,135000,senior
David,88,Mumbai,135000,senior
Barbara,72,Cape Town,110000,senior
Thomas,37,Sydney,190000,adult
